,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
3114,SHARI'A: RELIGIONE E DIRITTO_LT40,I Semestre,5591689,LT40,2,VENEZIA,San Sebastiano,VMO,5,NO,3,a scelta,Professore Associato,,LT40_VMO2
3115,LINGUA ITALIANA LIVELLO PRINCIPIANTE - ESERCITAZIONI_FOY_B,II Semestre,6025049,FOY,1,VENEZIA,San Sebastiano,AD,2,B,3,Obbligatorio,Docente a contratto,,FOY_AD1
3116,LINGUA ITALIANA LIVELLO ELEMENTARE - ESERCITAZIONI_FOY_C,II Semestre,6025049,FOY,1,VENEZIA,Palazzina Briati,AD,3,C,3,Obbligatorio,Docente a contratto,,FOY_AD1
3117,LINGUA ITALIANA LIVELLO PRINCIPIANTE - ESERCITAZIONI_FOY_A,I Semestre,11349810,FOY,1,VENEZIA,San Sebastiano,AD,2,A,3,Obbligatorio,Collaboratrice ed Esperta Linguistica,,FOY_AD1
3118,LINGUA ITALIANA LIVELLO PRE-INTERMEDIO MODULO INTENSIVO_FOY_A,II Semestre,11349810,FOY,1,VENEZIA,San Sebastiano,AD,2,A,3,Obbligatorio,Collaboratrice ed Esperta Linguistica,,FOY_AD1
3119,LINGUA ITALIANA LIVELLO ELEMENTARE - ESERCITAZIONI_FOY_B,II Semestre,11349810,FOY,1,VENEZIA,San Sebastiano,AD,2,B,3,Obbligatorio,Collaboratrice ed Esperta Linguistica,,FOY_AD1
3120,LINGUA ITALIANA LIVELLO ELEMENTARE MODULO INTENSIVO_FOY_A,I Semestre,11349810,FOY,1,VENEZIA,San Sebastiano,AD,2,A,3,Obbligatorio,Collaboratrice ed Esperta Linguistica,,FOY_AD1
3121,TEORIE SOCIOLOGICHE II GRUPPO DI LAVORO_FT4_Classe 2,2° Periodo,12133023,FT4,1,VENEZIA,Palazzo Moro,GGG,3,Classe 2,1,Obbligatorio,Docente a contratto,,FT4_GGG1
3122,TEORIE SOCIOLOGICHE II GRUPPO DI LAVORO_FT4_Classe 3,2° Periodo,12133023,FT4,1,VENEZIA,Palazzo Moro,GGG,3,Classe 3,1,Obbligatorio,Docente a contratto,,FT4_GGG1
3123,TEORIE SOCIOLOGICHE II GRUPPO DI LAVORO_FT4_Classe 4,2° Periodo,25690572,FT4,1,VENEZIA,Palazzo Moro,GGG,4,Classe 4,1,Obbligatorio,,,FT4_GGG1
3124,LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 1 MOD. 2_LM9,II Semestre,5593518,LM9,1,VENEZIA,Santa Marta,GGG,8,NO,3,Obbligatorio,Docente a contratto,,LM9_GGG1
3125,19TH CENTURY LITERATURE_LM5,I Semestre,5593035,LM5,1,VENEZIA,San Sebastiano,J,2,NO,3,a scelta,Professoressa Associata,,LM5_J1
3126,19TH CENTURY LITERATURE_LM3,I Semestre,5593035,LM3,1,VENEZIA,San Sebastiano,J00,2,NO,3,a scelta,Professoressa Associata,,LM3_J001
3127,ENGLISH LITERATURE 1 MOD. 2_LM3,I Semestre,5593035,LM3,1,,San Sebastiano,C,2,NO,3,a scelta,Professoressa Associata,,LM3_C1
3128,SOCIETA' E CULTURE DI LINGUA INGLESE_LT10_Classe 1,II Semestre,5593035,LT10,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),P,5,Classe 1,3,a scelta,Professoressa Associata,,LT10_P3
3129,TRADUZIONE LETTERARIA E PER L'EDITORIA (INGLESE)_LM70,II Semestre,5593035,LM70,1,TREVISO,Treviso - Palazzo San Paolo,S,4,NO,3,Obbligatorio,Professoressa Associata,,LM70_S1
3130,ESERCITAZIONI DI FILOLOGIA ROMANZA I_FT3,2° Periodo,5589897,FT3,3,,San Sebastiano,ANT,5,NO,1,a scelta,Professore Ordinario,,FT3_ANT3
3131,FILOLOGIA ROMANZA I_FT3,3° Periodo,5589897,FT3,3,,San Sebastiano,ANT,5,NO,3,a scelta,Professore Ordinario,,FT3_ANT3
3132,FILOLOGIA ROMANZA II_FT3,4° Periodo,5589897,FT3,3,VENEZIA,San Sebastiano,MOD,5,NO,3,a scelta,Professore Ordinario,,FT3_MOD3
3133,FILOLOGIA ROMANZA SP._FM4,II Semestre,5589897,FM4,3,VENEZIA,San Sebastiano,MOD,4,NO,3,a scelta,Professore Ordinario,,FM4_MOD3
3134,ISTITUZIONI DI MATEMATICA CON ESERCITAZIONI - 1_CT60,I Semestre,23156607,CT60,1,,Campus scientifico via Torino (edificio Delta),GGG,7,NO,3,Obbligatorio,Professore Associato,,CT60_GGG1
3135,ISTITUZIONI DI MATEMATICA CON ESERCITAZIONI - 1_CT7,I Semestre,23156607,CT7,1,,Campus scientifico via Torino (edificio Delta),SBN,7,NO,3,Obbligatorio,Professore Associato,,CT7_SBN1
3136,ANALISI MATEMATICA I_CT8,I Semestre,23156607,CT8,1,,Campus scientifico via Torino (edificio Delta),GGG,7,NO,3,Obbligatorio,Professore Associato,,CT8_GGG1
3137,LETTERATURA RUSSA 3_LT10,I Semestre,5591640,LT10,3,VENEZIA,San Sebastiano,P,4,NO,3,a scelta,Ricercatore,,LT10_P3
3138,LETTERATURA RUSSA 2_LT10,I Semestre,5591640,LT10,2,VENEZIA,San Sebastiano,C,5,NO,3,a scelta,Ricercatore,,LT10_C2
3139,ANCIENT MEDITERRANEAN RELIGION AND MAGIC_LM20,I Semestre,23557249,LM20,1,VENEZIA,San Sebastiano,SA,5,NO,3,a scelta,Professore Associato,,LM20_SA1
3140,TRATTATIVA TRA LO SPAGNOLO E L'ITALIANO 1_LT5_A-L,II Semestre,24127355,LT5,2,TREVISO,Treviso - Palazzo San Paolo,GGG,5,A-L,3,Obbligatorio,Docente a contratto,,LT5_GGG2
3141,ESERCITAZIONI DI TRATTATIVA SPAGNOLO - ITALIANO MOD. 1_LT5_A-L,II Semestre,24127355,LT5,2,TREVISO,Treviso - Palazzo San Paolo,GGG,5,A-L,1,Obbligatorio,Docente a contratto,,LT5_GGG2
3142,TRATTATIVA TRA LO SPAGNOLO E L'ITALIANO 2_LT5_A-L,I Semestre,24127355,LT5,3,TREVISO,Treviso - Palazzo San Paolo,GGG,4,A-L,3,Obbligatorio,Docente a contratto,,LT5_GGG3
3143,ESERCITAZIONI DI TRATTATIVA SPAGNOLO-ITALIANO 2_LT5_A-L,I Semestre,24127355,LT5,3,TREVISO,Treviso - Palazzo San Leonardo,GGG,5,A-L,1,Obbligatorio,Docente a contratto,,LT5_GGG3
3144,ESERCITAZIONI DI TRATTATIVA SPAGNOLO - ITALIANO MOD. 1_LT5_M-Z,II Semestre,5592698,LT5,2,TREVISO,Treviso - Palazzo San Paolo,GGG,4,M-Z,1,Obbligatorio,Docente a contratto,,LT5_GGG2
3145,TRATTATIVA TRA LO SPAGNOLO E L'ITALIANO 1_LT5_M-Z,II Semestre,5592698,LT5,2,TREVISO,Treviso - Palazzo San Paolo,GGG,4,M-Z,3,Obbligatorio,Docente a contratto,,LT5_GGG2
3146,TRATTATIVA TRA LO SPAGNOLO E L'ITALIANO 2_LT5_M-Z,I Semestre,5592698,LT5,3,TREVISO,Treviso - Palazzo San Paolo,GGG,2,M-Z,3,Obbligatorio,Docente a contratto,,LT5_GGG3
3147,ESERCITAZIONI DI TRATTATIVA SPAGNOLO-ITALIANO 2_LT5_M-Z,I Semestre,5592698,LT5,3,TREVISO,Treviso - Palazzo San Paolo,GGG,2,M-Z,1,Obbligatorio,Docente a contratto,,LT5_GGG3
3148,ANALISI DELLE PRASSI DEL SERVIZIO SOCIALE_FT4,4° Periodo,12772000,FT4,3,,San Sebastiano,GGG,5,NO,3,Obbligatorio,Docente a contratto,,FT4_GGG3
3149,EDUCAZIONE LINGUISTICA: TECNOLOGIE DIDATTICHE_LT10,I Semestre,5589947,LT10,3,,Ca' Bottacin,L,3,NO,3,a scelta,Professoressa Associata,,LT10_L3
3150,PEDAGOGIA SPERIMENTALE_LM5,II Semestre,5589947,LM5,1,,Polo didattico San Basilio (Magazzino 5),L,5,NO,3,a scelta,Professoressa Associata,,LM5_L1
3151,TEORIE E PRATICHE DELLA NARRAZIONE DIGITALE_LM5,I Semestre,5589947,LM5,2,,Rio Nuovo,L,3,NO,3,a scelta,Professoressa Associata,,LM5_L2
3152,THEORIES AND RESEARCH IN ENVIRONMENTAL EDUCATION_LM10,II Semestre,5589947,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,a scelta,Professoressa Associata,,LM10_GGG1
3153,HISTORY OF INNOVATION_EM13,3° Periodo,24117430,EM13,1,VENEZIA,San Giobbe,IMK,4,NO,3,Obbligatorio,Ricercatrice,,EM13_IMK1
3154,STORIA DEL BRAND_EM7,1° Periodo,24117430,EM7,1,,San Giobbe,GGG,7,NO,3,Obbligatorio,Ricercatrice,,EM7_GGG1
3155,STORIA DELL'IMPRESA_EM6,2° Periodo,24117430,EM6,1,,San Giobbe,GGG,4,NO,3,a scelta,Ricercatrice,,EM6_GGG1
3156,LINGUA ARABA 1 MOD. 2_LM40,II Semestre,10128697,LM40,1,VENEZIA,San Sebastiano,LIPEA,2,NO,3,Obbligatorio,Professore Associato,,LM40_LIPEA1
3157,LETTERATURA ARABA 2_LT40,II Semestre,10128697,LT40,3,VENEZIA,Rio Nuovo,SCI,7,NO,3,a scelta,Professore Associato,,LT40_SCI3
3158,LETTERATURA ARABA 1_LT40,II Semestre,10128697,LT40,1,VENEZIA,Rio Nuovo,VMO,4,NO,3,a scelta,Professore Associato,,LT40_VMO1
3159,TRADUZIONE LETTERARIA DALL'ARABO_LM20,II Semestre,10128697,LM20,1,VENEZIA,San Sebastiano,VMO,2,NO,3,Obbligatorio,Professore Associato,,LM20_VMO1
3160,ECONOMIA DEI MERCATI ED INVESTIMENTI FINANZIARI - 1_EM20,3° Periodo,22653441,EM20,1,VENEZIA,San Giobbe,F,8,NO,3,Obbligatorio,Professore Associato,,EM20_F1
3161,FINANCIAL ECONOMICS - 1_EM15,3° Periodo,22653441,EM15,1,VENEZIA,San Giobbe,QFR,5,NO,3,Obbligatorio,Professore Associato,,EM15_QFR1
3162,MACROECONOMICS_ET11,4° Periodo,22653441,ET11,2,VENEZIA,San Giobbe,EM0,6,NO,3,Obbligatorio,Professore Associato,,ET11_EM02
3163,ECONOMIA DEI MERCATI ED INVESTIMENTI FINANZIARI - 2_EM20,4° Periodo,5591706,EM20,1,VENEZIA,San Giobbe,F,6,NO,3,Obbligatorio,Professoressa Ordinaria,,EM20_F1
3164,FINANCIAL ECONOMICS - 2_EM15,4° Periodo,5591706,EM15,1,VENEZIA,San Giobbe,SFI,4,NO,3,Obbligatorio,Professoressa Ordinaria,,EM15_SFI1
3165,FILOLOGIA GERMANICA 2 MOD. 1_LM5,II Semestre,11477854,LM5,2,,Polo didattico San Basilio (Architettura temporanea),L,3,NO,3,a scelta,Ricercatrice,,LM5_L2
3166,FILOLOGIA GERMANICA_LM3,II Semestre,11477854,LM3,1,,Polo didattico San Basilio (Architettura temporanea),C,3,NO,3,Obbligatorio,Ricercatrice,,LM3_C1
3167,GERMANIC PHILOLOGY 2 MOD. 1_LM5,II Semestre,11477854,LM5,2,,Polo didattico San Basilio (Architettura temporanea),L,3,NO,3,a scelta,Ricercatrice,,LM5_L2
3168,FILOLOGIA GERMANICA_LT10_P-Z,I Semestre,11477854,LT10,2,VENEZIA,San Sebastiano,C,5,P-Z,3,a scelta,Ricercatrice,,LT10_C2
3169,INTRODUCTION TO DIGITAL MANAGEMENT-1_ET7,1° Periodo,24564405,ET7,1,RONCADE,H-Campus,GGG,5,NO,3,Obbligatorio,Ricercatrice,,ET7_GGG1
3170,STRATEGY PLANNING AND CONTROL SYSTEM - 1_EM13,3° Periodo,24564405,EM13,1,VENEZIA,San Giobbe,AF,4,NO,3,Obbligatorio,Ricercatrice,,EM13_AF1
3171,DIGITAL BUSINESS MODELLING_EM14,2° Periodo,24564405,EM14,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),GGG,4,NO,3,Obbligatorio,Ricercatrice,,EM14_GGG1
3172,INTRODUCTION TO DIGITAL MANAGEMENT-2 PRACTICE_ET7,2° Periodo,12577869,ET7,1,RONCADE,H-Campus,GGG,5,NO,1,Obbligatorio,Docente a contratto,,ET7_GGG1
3173,ANALISI DEI DATI_CT3,II Semestre,5592728,CT3,2,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,NO,3,Obbligatorio,Professore Ordinario,,CT3_DS2
3174,STATISTICAL INFERENCE AND LEARNING_CM9,I Semestre,5592728,CM9,2,VENEZIA,Campus scientifico via Torino (edificio Zeta),GGG,3,NO,3,a scelta,Professore Ordinario,,CM9_GGG2
3175,LINGUA SERBA E CROATA - LINGUA E TRADUZIONE 2 - E1_LM3,Annuale,5590404,LM3,2,VENEZIA,San Sebastiano,C,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM3_C2
3176,LINGUA SERBA E CROATA - LINGUA E TRADUZIONE 1 - E1_LM5,Annuale,5590404,LM5,1,,San Sebastiano,L,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM5_L1
3177,LINGUA SERBA E CROATA - LINGUA E TRADUZIONE 1 - E1_LM3,Annuale,5590404,LM3,1,,San Sebastiano,C,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LM3_C1
3178,LINGUA SERBA E CROATA 3 - E1_LT10,Annuale,5590404,LT10,3,,San Sebastiano,C,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C3
3179,LINGUA SERBA E CROATA 2 - E1_LT10,Annuale,5590404,LT10,2,,San Sebastiano,C,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C2
3180,LINGUA SERBA E CROATA - E1_LT10,Annuale,5590404,LT10,1,,San Sebastiano,C,2,NO,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT10_C1
3181,STORIA DELLA FILOSOFIA CONTEMPORANEA II_FT2,3° Periodo,5591907,FT2,2,,San Sebastiano,FIL,4,NO,3,a scelta,Docente a contratto,,FT2_FIL2
3182,BENI CULTURALI E OFFERTA TURISTICA - 2_EM9,4° Periodo,5591907,EM9,1,VENEZIA,San Giobbe,GGG,4,NO,3,Obbligatorio,Docente a contratto,,EM9_GGG1
3183,BENI CULTURALI E OFFERTA TURISTICA - 1_EM9,3° Periodo,5591907,EM9,1,VENEZIA,San Giobbe,GGG,7,NO,3,Obbligatorio,Docente a contratto,,EM9_GGG1
3184,LOGIC AND PHILOSOPHY OF SCIENCE 2_LT6,4° Periodo,5591907,LT6,2,,Cinema Multisala Rossini,GGG,8,NO,3,Obbligatorio,Docente a contratto,,LT6_GGG2
3185,CRITICAL THINKING_FOY_A,I Semestre,5591907,FOY,1,VENEZIA,Palazzina Briati,AD,3,A,3,Obbligatorio,Docente a contratto,,FOY_AD1
3186,CRITICAL THINKING_FOY_B,I Semestre,5591907,FOY,1,VENEZIA,Palazzina Briati,AD,3,B,3,Obbligatorio,Docente a contratto,,FOY_AD1
3187,ESERCITAZIONI DI INTERPRETAZIONE ITALIANO - LIS MOD.2A_LM7,II Semestre,12420868,LM7,2,TREVISO,Treviso - Palazzo San Paolo,S,1,NO,1,a scelta,Docente a contratto,,LM7_S2
3188,INTERPRETAZIONE ITALIANO - LIS MOD.2_LM7,II Semestre,12420868,LM7,2,TREVISO,Treviso - Palazzo San Paolo,S,1,NO,3,a scelta,Docente a contratto,,LM7_S2
3189,CULTURA DEI SORDI 2 MOD. 2_LT10,I Semestre,12420868,LT10,2,VENEZIA,Rio Nuovo,C,3,NO,3,a scelta,Docente a contratto,,LT10_C2
3190,CULTURA DEI SORDI 3_LT10,I Semestre,12420868,LT10,3,,Rio Nuovo,C,3,NO,3,a scelta,Docente a contratto,,LT10_C3
3191,CULTURA DEI SORDI 2 MOD. 1_LT10,I Semestre,12420868,LT10,2,VENEZIA,Rio Nuovo,C,3,NO,3,a scelta,Docente a contratto,,LT10_C2
3192,CULTURA DEI SORDI 1_LT10,I Semestre,12420868,LT10,1,VENEZIA,Rio Nuovo,C,3,NO,3,a scelta,Docente a contratto,,LT10_C1
3193,ESERCITAZIONI DI INTERPRETAZIONE ITALIANO - LIS MOD.1A_LM7,I Semestre,25182169,LM7,2,TREVISO,Treviso - Palazzo San Paolo,S,1,NO,1,a scelta,Docente a contratto,,LM7_S2
3194,INTERPRETAZIONE ITALIANO - LIS MOD.1_LM7,I Semestre,25182169,LM7,2,TREVISO,Treviso - Palazzo San Paolo,S,1,NO,3,a scelta,Docente a contratto,,LM7_S2
3195,LITTÉRATURE FRANÇAISE 2_LM3_Classe 1,I Semestre,5906318,LM3,2,VENEZIA,Ca' Bottacin,C,4,Classe 1,3,a scelta,Professore Ordinario,,LM3_C2
3196,LITTÉRATURE FRANÇAISE 1 MOD. 1_LM3_Classe 1,I Semestre,5906318,LM3,1,VENEZIA,Ca' Bottacin,F00,4,Classe 1,3,a scelta,Professore Ordinario,,LM3_F001
3197,LETTERATURA FRANCESE 2_LT10,I Semestre,5906318,LT10,2,,Ca' Bottacin,C,4,NO,3,a scelta,Professore Ordinario,,LT10_C2
3198,LITTÉRATURE FRANÇAISE 2_LM3_Classe 2,II Semestre,5593090,LM3,2,VENEZIA,Ca' Dolfin - Saoneria,F00,3,Classe 2,3,a scelta,Professoressa Associata,,LM3_F002
3199,LITTÉRATURE FRANÇAISE 1 MOD. 2_LM3_Classe 1,II Semestre,5593090,LM3,1,,Ca' Dolfin - Saoneria,F00,3,Classe 1,3,a scelta,Professoressa Associata,,LM3_F001
3200,STORIA DELLA CULTURA FRANCESE_LT10,II Semestre,5593090,LT10,3,VENEZIA,Ca' Dolfin - Saoneria,P,5,NO,3,a scelta,Professoressa Associata,,LT10_P3
3201,LETTERATURA FRANCESE 3_LT10,II Semestre,5593090,LT10,3,VENEZIA,Palazzo Cosulich,C,3,NO,3,a scelta,Professoressa Associata,,LT10_C3
3202,MARKETING FOR THE ARTS_EM3,2° Periodo,17811859,EM3,1,,Polo didattico San Basilio (Magazzino 5),I00,5,NO,3,Obbligatorio,Ricercatrice,,EM3_I001
3203,STRATEGIE D'IMPRESA_ET11,3° Periodo,17811859,ET11,3,,San Giobbe,EA0,4,NO,3,a scelta,Ricercatrice,,ET11_EA03
3204,MANAGEMENT OF ARTISTIC AND CULTURAL ORGANIZATIONS_EM3,1° Periodo,10796115,EM3,1,,San Sebastiano,I00,5,NO,3,Obbligatorio,Professoressa Associata,,EM3_I001
3205,STRATEGY PLANNING AND CONTROL SYSTEM - 2_EM13,4° Periodo,10796115,EM13,1,VENEZIA,San Giobbe,AF,5,NO,3,Obbligatorio,Professoressa Associata,,EM13_AF1
3206,ELEMENTI DI ECONOMIA AZIENDALE PER LE ISTITUZIONI CULTURALI_FT1_A-L,1° Periodo,10796115,FT1,1,,Polo didattico San Basilio (Magazzino 5),A00,7,A-L,3,a scelta,Professoressa Associata,,FT1_A001
3207,LABORATORY OF ETHNOGRAPHY_R257,3° Periodo,10796115,R257,1,VENEZIA,Palazzo Moro,GGG,2,NO,3,Obbligatorio,Professoressa Associata,,R257_GGG1
3208,CULTURAL POLICIES_EM3,3° Periodo,10796115,EM3,2,,Polo didattico San Basilio (Magazzino 5),I00,2,NO,3,a scelta,Professoressa Associata,,EM3_I002
3209,COMPETENZE EMOTIVE E SVILUPPO INDIVIDUALE_EM7,4° Periodo,5593103,EM7,1,VENEZIA,San Giobbe,GGG,6,NO,3,a scelta,Professore Associato,,EM7_GGG1
3210,GESTIONE DELLE RISORSE UMANE AVANZATO_EM6,4° Periodo,5593103,EM6,1,,San Giobbe,GGG,5,NO,3,Obbligatorio,Professore Associato,,EM6_GGG1
3211,ORGANIZZAZIONE AZIENDALE_ET11_Dl-Pas ,1° Periodo,5593103,ET11,2,VENEZIA,San Giobbe,EA0,7,Dl-Pas ,3,Obbligatorio,Professore Associato,,ET11_EA02
3212,ENVIRONMENTAL HUMANITIES AND ECOLINGUISTICS IN CHINA_LM10,I Semestre,25683813,LM10,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,5,NO,3,Obbligatorio,Ricercatore,,LM10_GGG1
3213,ENVIRONMENTAL HUMANITIES AND ECOLINGUISTICS IN CHINA_LM20,I Semestre,25683813,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,Obbligatorio,Ricercatore,,LM20_C1
3214,ECOLINGUISTICS FOR SUSTAINABILITY SCIENCE AND PRACTICE_LM10,II Semestre,25683813,LM10,1,VENEZIA,Palazzo Moro,GGG,3,NO,3,Obbligatorio,Ricercatore,,LM10_GGG1
3215,LETTERATURA ITALIANA NELL'ANTICO REGIME SP._FM4,II Semestre,5591181,FM4,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MED,5,NO,3,a scelta,Professore Associato,,FM4_MED3
3216,DIDATTICA DELLA LETTERATURA ITALIANA SP_FM4,I Semestre,5591181,FM4,3,VENEZIA,San Sebastiano,MED,5,NO,3,a scelta,Professore Associato,,FM4_MED3
3217,LETTERATURA ITALIANA SECOLI XVII-XIX_FT3,4° Periodo,5591181,FT3,3,VENEZIA,San Sebastiano,MOD,5,NO,3,a scelta,Professore Associato,,FT3_MOD3
3218,CHIMICA INORGANICA E LABORATORIO - MOD.1_CT7,II Semestre,21994082,CT7,2,,Campus scientifico via Torino (edificio Delta),STC,5,NO,3,Obbligatorio,Professore Associato,,CT7_STC2
3219,CHIMICA INORGANICA_CT7,II Semestre,21994082,CT7,2,,Campus scientifico via Torino (edificio Delta),SBN,5,NO,3,Obbligatorio,Professore Associato,,CT7_SBN2
3220,CHIMICA INORGANICA E LABORATORIO - MOD.2_CT7,II Semestre,21994082,CT7,2,,Campus scientifico via Torino (edificio Delta),STC,6,NO,3,Obbligatorio,Professore Associato,,CT7_STC2
3221,LABORATORIO DI CHIMICA INORGANICA - MOD.2_CT7_Classe 1,II Semestre,21994082,CT7,2,,Campus scientifico via Torino (edificio Beta),STC,3,Classe 1,1,Obbligatorio,Professore Associato,,CT7_STC2
3222,LABORATORIO DI CHIMICA INORGANICA - MOD.2_CT7_Classe 2,II Semestre,21994082,CT7,2,,Campus scientifico via Torino (edificio Beta),STC,3,Classe 2,1,Obbligatorio,Professore Associato,,CT7_STC2
3223,BIOPLASTICHE PER APPLICAZIONI SOSTENIBILI_CM7,I Semestre,21994082,CM7,1,,Campus scientifico via Torino (edificio Zeta),CM7I,3,NO,3,Obbligatorio,Professore Associato,,CM7_CM7I1
3224,ECOLOGIA DEGLI AMBIENTI COSTIERI_CM5,I Semestre,5590088,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),CAP,2,NO,3,Obbligatorio,Professore Ordinario,,CM5_CAP1
3225,ECOLOGIA II E LABORATORIO_CT5_Classe 2,II Semestre,5590088,CT5,3,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,7,Classe 2,3,Obbligatorio,Professore Ordinario,,CT5_GGG3
3226,ECOLOGIA II E LABORATORIO_CT5_Classe 1,II Semestre,5590088,CT5,3,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,7,Classe 1,3,Obbligatorio,Professore Ordinario,,CT5_GGG3
3227,CHIMICA ANALITICA E LABORATORIO - MOD.2_CT7_Classe 1,I Semestre,5590989,CT7,2,,Campus scientifico via Torino (edificio Beta),SBN,4,Classe 1,3,Obbligatorio,Ricercatrice Universitaria,,CT7_SBN2
3228,CHIMICA ANALITICA STRUMENTALE E LABORATORIO - MOD.2_CT7_Classe 2,II Semestre,5590989,CT7,2,,Campus scientifico via Torino (edificio Beta),STC,4,Classe 2,3,Obbligatorio,Ricercatrice Universitaria,,CT7_STC2
3229,CHIMICA ANALITICA E LABORATORIO - MOD.1_CT7,I Semestre,5591796,CT7,2,,Campus scientifico via Torino (edificio Zeta),SBN,5,NO,3,Obbligatorio,Professore Associato,,CT7_SBN2
3230,THE CLIMATE OF THE PAST_CM5,II Semestre,5591796,CM5,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GCS,2,NO,3,Obbligatorio,Professore Associato,,CM5_GCS1
3231,ANALYTICAL METHODS AND APPLICATIONS WITH LABORATORY - 1_CM60,II Semestre,5591796,CM60,1,VENEZIA,Campus scientifico via Torino (edificio Delta),GGG,2,NO,3,Obbligatorio,Professore Associato,,CM60_GGG1
3232,CHIMICA ANALITICA E LABORATORIO - MOD.2_CT7_Classe 2,I Semestre,5593142,CT7,2,,Campus scientifico via Torino (edificio Beta),SBN,4,Classe 2,3,Obbligatorio,,,CT7_SBN2
3233,EPIGRAFIA MEDIEVALE SP._FM2,I Semestre,5592421,FM2,3,VENEZIA,San Sebastiano,S00,5,NO,3,a scelta,Professoressa Ordinaria,,FM2_S003
3234,EPIGRAFIA MEDIEVALE SP._FM7,I Semestre,5592421,FM7,3,VENEZIA,San Sebastiano,GGG,5,NO,3,a scelta,Professoressa Ordinaria,,FM7_GGG3
3235,PALEOGRAFIA LATINA SP._FM2,II Semestre,5592421,FM2,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),S00,3,NO,3,a scelta,Professoressa Ordinaria,,FM2_S003
3236,PALEOGRAFIA LATINA SP._FM9,II Semestre,5592421,FM9,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),MED,3,NO,3,a scelta,Professoressa Ordinaria,,FM9_MED1
3237,PALEOGRAFIA LATINA SP._FM7,II Semestre,5592421,FM7,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,3,NO,3,a scelta,Professoressa Ordinaria,,FM7_GGG3
3238,PALEOGRAFIA LATINA SP._FM4,II Semestre,5592421,FM4,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),MED,3,NO,3,a scelta,Professoressa Ordinaria,,FM4_MED3
3239,PALEOGRAFIA LATINA SP._FM30,II Semestre,5592421,FM30,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,3,NO,3,a scelta,Professoressa Ordinaria,,FM30_GGG3
3240,EPIGRAFIA MEDIEVALE_FT5,2° Periodo,5592421,FT5,3,,San Sebastiano,ARC,3,NO,3,a scelta,Professoressa Ordinaria,,FT5_ARC3
3241,EPIGRAFIA MEDIEVALE_FT1,2° Periodo,5592421,FT1,3,,San Sebastiano,A00,3,NO,3,a scelta,Professoressa Ordinaria,,FT1_A003
3242,EPIGRAFIA MEDIEVALE_FT3,2° Periodo,5592421,FT3,3,VENEZIA,San Sebastiano,ANT,3,NO,3,a scelta,Professoressa Ordinaria,,FT3_ANT3
3243,PALEOGRAFIA LATINA_FT5,4° Periodo,5592421,FT5,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,3,NO,3,a scelta,Professoressa Ordinaria,,FT5_ANT3
3244,PALEOGRAFIA LATINA_FT3,4° Periodo,5592421,FT3,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),ANT,3,NO,3,a scelta,Professoressa Ordinaria,,FT3_ANT3
3245,LINGUA GIAPPONESE 3 MOD.2_LT40_Classe 1,II Semestre,14931496,LT40,3,VENEZIA,Santa Marta,G,8,Classe 1,3,a scelta,Professore Associato,,LT40_G3
3246,LINGUA GIAPPONESE 3 MOD.2_LT40_Classe 2,II Semestre,14931496,LT40,3,VENEZIA,Santa Marta,G,8,Classe 2,3,a scelta,Professore Associato,,LT40_G3
3247,STORIA CONTEMPORANEA DELL'ASIA ORIENTALE_LM40,II Semestre,14931496,LM40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),LEIG,5,NO,3,a scelta,Professore Associato,,LM40_LEIG2
3248,CONTEMPORARY EAST ASIAN SOCIETIES_LM40,II Semestre,14931496,LM40,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),LEIG,5,NO,3,Obbligatorio,Professore Associato,,LM40_LEIG1
