,Teachings,Period,Professor,Course,Anno,Sede,CAMPUS,PDS_COD,room_size,Partition,k,grappolo,qualifica,k,Course_ID
114,INFORMATICA (CINA)_LM40,II Semestre,5591113,LM40,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),LISIC,7,NO,3,Obbligatorio,Docente a contratto,,LM40_LISIC1
115,INFORMATICA (CINA)_LM9,II Semestre,5591113,LM9,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),GGG,7,NO,3,Obbligatorio,Docente a contratto,,LM9_GGG1
116,LINGUA CINESE 2 MOD.1_LT40_A-C,I Semestre,5591113,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,A-C,3,a scelta,Docente a contratto,,LT40_C2
117,LINGUA CINESE_LM60,II Semestre,5591113,LM60,1,,Santa Marta,GGG,8,NO,3,a scelta,Docente a contratto,,LM60_GGG1
118,DIDATTICA DELLA LINGUA CINESE_LM20,I Semestre,5591113,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,Obbligatorio,Docente a contratto,,LM20_C1
119,LINGUA CINESE 2_LM20,I Semestre,5591113,LM20,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,8,NO,3,Obbligatorio,Docente a contratto,,LM20_C2
120,LINGUA CINESE 3 MOD. 1_LT40_Classe 1,I Semestre,5591113,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,Classe 1,3,a scelta,Docente a contratto,,LT40_C3
121,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2C_LT40_D-L,II Semestre,14248717,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SCI3
122,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2C_LT40_S-Z,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,S-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
123,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2C_LT40_Tutti,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),SEA,5,Tutti,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SEA2
124,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2A_LT40_D-L,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,3,D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
125,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2C_LT40_A-C,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,A-C,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
126,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2A_LT40_M-R,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,3,M-R,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
127,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2C_LT40_M-R,II Semestre,14248717,LT40,2,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,M-R,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
128,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1A_LT40_M-R,I Semestre,14248717,LT40,2,VENEZIA,San Sebastiano,C,5,M-R,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
129,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1A_LT40_D-L,I Semestre,14248717,LT40,2,VENEZIA,San Sebastiano,C,5,D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
130,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1B_LM20,I Semestre,14248717,LM20,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,8,NO,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM20_C2
131,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1B_LM40,I Semestre,14248717,LM40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),LISIC,5,NO,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC2
132,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2E_LT40_D-L,II Semestre,12031069,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),SCI,5,D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SCI3
133,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2E_LT40_M-R,II Semestre,12031069,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,5,M-R,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
134,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2E_LT40_Tutti,II Semestre,12031069,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),SEA,8,Tutti,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SEA2
135,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2E_LT40_S-Z,II Semestre,12031069,LT40,2,VENEZIA,Polo didattico San Basilio (Architettura temporanea),C,8,S-Z,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_C2
136,ESERCITAZIONI DI LINGUA CINESE 2 MOD.2E_LT40_A-C,II Semestre,12031069,LT40,3,VENEZIA,Polo didattico San Basilio (Architettura temporanea),SCI,3,A-C,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SCI3
137,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1C_LT40_D-L,I Semestre,12031069,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,D-L,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SCI3
138,ESERCITAZIONI DI LINGUA CINESE 2 MOD.1C_LT40_A-C,I Semestre,12031069,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,A-C,1,a scelta,Collaboratrice ed Esperta Linguistica,,LT40_SCI3
139,ESERCITAZIONI DI LINGUA CINESE 1 MOD.1A_LM40,I Semestre,12031069,LM40,1,VENEZIA,San Sebastiano,LISIC,5,NO,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC1
140,ESERCITAZIONI DI LINGUA CINESE 1 MOD.1C_LM40_M-Z,I Semestre,12031069,LM40,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),LISIC,3,M-Z,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC1
141,ESERCITAZIONI DI LINGUA CINESE 1 MOD.1C_LM40_A-L,I Semestre,12031069,LM40,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),LISIC,3,A-L,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC1
142,ESERCITAZIONI DI LINGUA CINESE 1 MOD.2A_LM40,II Semestre,12031069,LM40,1,VENEZIA,Polo didattico San Basilio (Architettura temporanea),LISIC,5,NO,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC1
143,ESERCITAZIONI DI LINGUA CINESE 1 MOD.2C_LM40_A-L,II Semestre,12031069,LM40,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),LISIC,5,A-L,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM40_LISIC1
144,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 2_LM9_A-L,I Semestre,12031069,LM9,2,VENEZIA,San Sebastiano,GGG,5,A-L,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM9_GGG2
145,ESERCITAZIONI A DI LINGUA CINESE AVANZATA PER LA GESTIONE AZIENDALE 2_LM9_M-Z,I Semestre,12031069,LM9,2,VENEZIA,San Sebastiano,GGG,5,M-Z,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,LM9_GGG2
146,LINGUA CINESE 2 MOD.2_LT40_A-C,II Semestre,18754544,LT40,3,VENEZIA,Polo didattico San Basilio (Magazzino 5),SCI,5,A-C,3,a scelta,,,LT40_SCI3
147,LINGUA CINESE 1 MOD.2_LM20,II Semestre,18754544,LM20,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),C,5,NO,3,Obbligatorio,,,LM20_C1
148,LETTERATURA CINESE 2_LT40_A-L,II Semestre,18754544,LT40,2,VENEZIA,Santa Marta,C,8,A-L,3,a scelta,,,LT40_C2
149,STORIA DELLA FILOSOFIA ANTICA II_FT2,2° Periodo,5591705,FT2,2,VENEZIA,San Sebastiano,FILSTO,5,NO,3,a scelta,Professoressa Associata,,FT2_FILSTO2
150,STORIA DELLA FILOSOFIA ANTICA I_FT2,1° Periodo,5591705,FT2,1,,San Sebastiano,FILSTO,5,NO,3,a scelta,Professoressa Associata,,FT2_FILSTO1
151,STORIA DELLA FILOSOFIA ANTICA I_FT3,1° Periodo,5591705,FT3,3,,San Sebastiano,ANT,5,NO,3,a scelta,Professoressa Associata,,FT3_ANT3
152,INTRODUZIONE ALLA STORIA DELLA FILOSOFIA ANTICA E MEDIEVALE_FT2,1° Periodo,5591705,FT2,1,,San Sebastiano,FILSTO,5,NO,3,a scelta,Professoressa Associata,,FT2_FILSTO1
153,HISTORY OF PHILOSOPHY_LT6,2° Periodo,5591705,LT6,3,,San Sebastiano,GGG,5,NO,3,Obbligatorio,Professoressa Associata,,LT6_GGG3
154,ELEMENTS OF THEATRE AND LIVE ART PRODUCTION I_EM3,1° Periodo,12016053,EM3,1,,San Sebastiano,I00,2,NO,3,a scelta,Professoressa Associata,,EM3_I001
155,STORIA DEL TEATRO CONTEMPORANEO_FT1,2° Periodo,12016053,FT1,3,,Polo didattico San Basilio (Magazzino 5),T00,7,NO,3,a scelta,Professoressa Associata,,FT1_T003
156,STORIA DEL TEATRO CONTEMPORANEO_FT3,2° Periodo,12016053,FT3,3,,Polo didattico San Basilio (Magazzino 5),MOD,7,NO,3,a scelta,Professoressa Associata,,FT3_MOD3
157,STORIA DELLA DANZA_FT1,2° Periodo,12016053,FT1,2,,San Sebastiano,T00,4,NO,3,a scelta,Professoressa Associata,,FT1_T002
158,STORIA DELLA DANZA E DELLA PERFORMANCE_EM3,1° Periodo,12016053,EM3,2,,Polo didattico San Basilio (Magazzino 5),E00,3,NO,3,a scelta,Professoressa Associata,,EM3_E002
159,STORIA DELLA DANZA E DELLA PERFORMANCE_FM9,1° Periodo,12016053,FM9,2,,Polo didattico San Basilio (Magazzino 5),CONT,3,NO,3,a scelta,Professoressa Associata,,FM9_CONT2
160,ELEMENTS OF THEATRE AND LIVE ART PRODUCTION II_EM3,2° Periodo,12308452,EM3,1,,San Sebastiano,I00,3,NO,3,a scelta,Docente a contratto,,EM3_I001
161,ENGLISH FOR ARTS MANAGEMENT_FT1_A,1° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
162,ENGLISH FOR THE ARTS_FT2_A,3° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
163,ENGLISH FOR THE ARTS_FT3_A,3° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
164,ENGLISH FOR THE ARTS_FT5_A,3° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
165,ENGLISH FOR HISTORY AND PHILOSOPHY_FT2_D,4° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
166,ENGLISH FOR HISTORY AND PHILOSOPHY_FT3_D,4° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
167,ENGLISH FOR HISTORY AND PHILOSOPHY_FT5_D,4° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
168,ENGLISH FOR THE ARTS_FT5_D,4° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
169,ENGLISH FOR THE ARTS_FT3_D,4° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
170,ENGLISH FOR THE ARTS_FT2_D,4° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
171,ENGLISH FOR HISTORY AND PHILOSOPHY_FT2_B,3° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
172,ENGLISH FOR HISTORY AND PHILOSOPHY_FT3_B,3° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
173,ENGLISH FOR HISTORY AND PHILOSOPHY_FT5_B,3° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
174,ENGLISH FOR CULTURAL HERITAGE_FT1_B,1° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,B,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
175,ACADEMIC WRITING_FT2_C,4° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
176,ACADEMIC WRITING_FT3_C,4° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
177,ACADEMIC WRITING_FT5_C,4° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
178,PROFESSIONAL WRITING_FT3_C,4° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
179,PROFESSIONAL WRITING_FT2_C,4° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
180,PROFESSIONAL WRITING_FT5_C,4° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
181,PROFESSIONAL WRITING_FT3_A,3° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
182,PROFESSIONAL WRITING_FT5_A,3° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
183,PROFESSIONAL WRITING_FT2_A,3° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
184,ACADEMIC WRITING_FT5_A,3° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
185,ACADEMIC WRITING_FT2_A,3° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
186,ACADEMIC WRITING_FT3_A,3° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,1,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
187,ENGLISH FOR HISTORY AND PHILOSOPHY_FT3_A,3° Periodo,5590083,FT3,1,VENEZIA,San Sebastiano,ANT,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT3_ANT1
188,ENGLISH FOR HISTORY AND PHILOSOPHY_FT2_A,3° Periodo,5590083,FT2,1,VENEZIA,San Sebastiano,FIL,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT2_FIL1
189,ENGLISH FOR HISTORY AND PHILOSOPHY_FT5_A,3° Periodo,5590083,FT5,1,VENEZIA,San Sebastiano,ANT,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT5_ANT1
190,ENGLISH FOR ARTS MANAGEMENT_FT1_C,2° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
191,ACADEMIC WRITING_FT1_A,1° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
192,ACADEMIC WRITING_FT1_C,2° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
193,PROFESSIONAL WRITING_FT1_C,2° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,C,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
194,ENGLISH FOR CULTURAL HERITAGE_FT1_D,2° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,D,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
195,ENGLISH FOR CULTURAL HERITAGE_FT1_A,1° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
196,PROFESSIONAL WRITING_FT1_A,1° Periodo,5590083,FT1,1,VENEZIA,San Sebastiano,A00,2,A,1,a scelta,Collaboratrice ed Esperta Linguistica,,FT1_A001
197,LINGUA INGLESE - ESERCITAZIONI 1_CT3_Classe 2,II Semestre,5590083,CT3,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,Classe 2,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,CT3_DS1
198,LINGUA INGLESE - ESERCITAZIONI 1_CT3_Classe 1,II Semestre,5590083,CT3,1,VENEZIA,Campus scientifico via Torino (edificio Zeta),DS,7,Classe 1,1,Obbligatorio,Collaboratrice ed Esperta Linguistica,,CT3_DS1
199,ACADEMIC WRITING_FT2_D,4° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
200,ACADEMIC WRITING_FT5_D,4° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
201,ACADEMIC WRITING_FT3_D,4° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
202,ENGLISH FOR THE ARTS_FT2_E,4° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
203,ENGLISH FOR THE ARTS_FT5_E,4° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
204,ENGLISH FOR THE ARTS_FT3_E,4° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
205,ENGLISH FOR CULTURAL HERITAGE_FT1_C,1° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
206,ACADEMIC WRITING_FT5_B,3° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
207,ACADEMIC WRITING_FT2_B,3° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
208,ACADEMIC WRITING_FT3_B,3° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
209,ENGLISH FOR HISTORY AND PHILOSOPHY_FT3_E,4° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
210,ENGLISH FOR HISTORY AND PHILOSOPHY_FT2_E,4° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
211,ENGLISH FOR HISTORY AND PHILOSOPHY_FT5_E,4° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,2,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
212,PROFESSIONAL WRITING_FT1_D,2° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
213,PROFESSIONAL WRITING_FT5_B,3° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
214,PROFESSIONAL WRITING_FT2_B,3° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
215,PROFESSIONAL WRITING_FT3_B,3° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
216,ENGLISH FOR HISTORY AND PHILOSOPHY_FT2_C,3° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
217,ENGLISH FOR HISTORY AND PHILOSOPHY_FT5_C,3° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
218,ENGLISH FOR HISTORY AND PHILOSOPHY_FT3_C,3° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
219,ENGLISH FOR THE ARTS_FT3_C,3° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
220,ENGLISH FOR THE ARTS_FT2_C,3° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
221,ENGLISH FOR THE ARTS_FT5_C,3° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,C,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
222,ENGLISH FOR ARTS MANAGEMENT_FT1_E,2° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
223,ENGLISH FOR ARTS MANAGEMENT_FT1_B,1° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
224,ENGLISH FOR THE ARTS_FT2_B,3° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
225,ENGLISH FOR THE ARTS_FT5_B,3° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
226,ENGLISH FOR THE ARTS_FT3_B,3° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
227,ACADEMIC WRITING_FT1_D,2° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
228,ACADEMIC WRITING_FT1_B,1° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
229,ENGLISH FOR CULTURAL HERITAGE_FT1_E,2° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,E,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
230,ENGLISH FOR ARTS MANAGEMENT_FT1_D,2° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
231,PROFESSIONAL WRITING_FT5_D,4° Periodo,5590072,FT5,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT5_ANT1
232,PROFESSIONAL WRITING_FT2_D,4° Periodo,5590072,FT2,1,VENEZIA,San Sebastiano,FIL,2,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT2_FIL1
233,PROFESSIONAL WRITING_FT3_D,4° Periodo,5590072,FT3,1,VENEZIA,San Sebastiano,ANT,2,D,1,a scelta,Collaboratore ed Esperto Linguistico,,FT3_ANT1
234,PROFESSIONAL WRITING_FT1_B,1° Periodo,5590072,FT1,1,VENEZIA,San Sebastiano,A00,3,B,1,a scelta,Collaboratore ed Esperto Linguistico,,FT1_A001
235,LINGUA INGLESE_FT3_A-L,3° Periodo,21827622,FT3,1,VENEZIA,Auditorium Santa Margherita,ANT,8,A-L,3,a scelta,,,FT3_ANT1
236,LINGUA INGLESE_FT5_A-L,3° Periodo,21827622,FT5,1,VENEZIA,Auditorium Santa Margherita,ANT,8,A-L,3,a scelta,,,FT5_ANT1
237,LINGUA INGLESE_FT2_A-L,3° Periodo,21827622,FT2,1,VENEZIA,Auditorium Santa Margherita,FIL,8,A-L,3,a scelta,,,FT2_FIL1
238,LINGUA INGLESE_FT3_M-Z,3° Periodo,5592489,FT3,1,VENEZIA,San Sebastiano,ANT,5,M-Z,3,a scelta,,,FT3_ANT1
239,LINGUA INGLESE_FT5_M-Z,3° Periodo,5592489,FT5,1,VENEZIA,San Sebastiano,ANT,5,M-Z,3,a scelta,,,FT5_ANT1
240,LINGUA INGLESE_FT2_M-Z,3° Periodo,5592489,FT2,1,VENEZIA,San Sebastiano,FIL,5,M-Z,3,a scelta,,,FT2_FIL1
241,LINGUA INGLESE_FT1_A-L,1° Periodo,5592489,FT1,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),A00,7,A-L,3,a scelta,,,FT1_A001
242,LINGUA INGLESE_FT1_M-Z,2° Periodo,5592489,FT1,1,VENEZIA,Polo didattico San Basilio (Magazzino 5),A00,7,M-Z,3,a scelta,,,FT1_A001
243,LETTERATURA SPAGNOLA 1_LT10_P-Z,I Semestre,6928480,LT10,1,VENEZIA,Ca' Dolfin - Saoneria,C,5,P-Z,3,a scelta,Professore Associato,,LT10_C1
244,LETTERATURA SPAGNOLA 1_LT10_F-O,I Semestre,6928480,LT10,1,VENEZIA,Aula Barbarigo,C,5,F-O,3,a scelta,Professore Associato,,LT10_C1
245,LETTERATURA SPAGNOLA 3_LT10,I Semestre,6928480,LT10,3,VENEZIA,San Sebastiano,C,2,NO,3,a scelta,Professore Associato,,LT10_C3
246,HISTORIA DE LA CULTURA ESPAÑOLA_LM3,II Semestre,6928480,LM3,2,VENEZIA,Malcanton Marcorà,I00,5,NO,3,a scelta,Professore Associato,,LM3_I002
